assigned_unit_id,state,district,case_count,approved,pending,rejected,approval_rate_pct,pending_rate_pct,rejection_rate_pct,synthetic_center_lat,synthetic_center_lon,allocation_basis
FRA-MH-019,Maharashtra,Maharashtra FRA Monitoring Unit 19,107,65,25,17,60.7,23.4,15.9,19.60094,79.016773,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-020,Maharashtra,Maharashtra FRA Monitoring Unit 20,124,71,30,23,57.3,24.2,18.5,20.749639,78.134448,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-021,Maharashtra,Maharashtra FRA Monitoring Unit 21,80,54,15,11,67.5,18.8,13.8,20.038496,75.005047,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-022,Maharashtra,Maharashtra FRA Monitoring Unit 22,151,88,34,29,58.3,22.5,19.2,16.938928,78.31836,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-023,Maharashtra,Maharashtra FRA Monitoring Unit 23,196,120,39,37,61.2,19.9,18.9,20.382431,75.731336,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-024,Maharashtra,Maharashtra FRA Monitoring Unit 24,150,79,43,28,52.7,28.7,18.7,19.136221,75.281887,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-025,Maharashtra,Maharashtra FRA Monitoring Unit 25,126,75,30,21,59.5,23.8,16.7,19.906026,74.041697,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-026,Maharashtra,Maharashtra FRA Monitoring Unit 26,94,58,24,12,61.7,25.5,12.8,17.822172,77.012353,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-027,Maharashtra,Maharashtra FRA Monitoring Unit 27,46,24,13,9,52.2,28.3,19.6,16.73794,79.149178,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-028,Maharashtra,Maharashtra FRA Monitoring Unit 28,127,72,32,23,56.7,25.2,18.1,19.281829,74.277965,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-001,Odisha,Odisha FRA Monitoring Unit 01,68,45,12,11,66.2,17.6,16.2,19.290212,84.496252,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-002,Odisha,Odisha FRA Monitoring Unit 02,135,76,34,25,56.3,25.2,18.5,21.300983,84.740941,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-003,Odisha,Odisha FRA Monitoring Unit 03,109,59,35,15,54.1,32.1,13.8,21.006098,84.572502,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-004,Odisha,Odisha FRA Monitoring Unit 04,116,60,28,28,51.7,24.1,24.1,18.975598,85.661638,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-005,Odisha,Odisha FRA Monitoring Unit 05,146,77,41,28,52.7,28.1,19.2,19.707976,85.87276,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-006,Odisha,Odisha FRA Monitoring Unit 06,136,82,36,18,60.3,26.5,13.2,18.679623,85.722447,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-007,Odisha,Odisha FRA Monitoring Unit 07,99,62,23,14,62.6,23.2,14.1,20.333465,86.168854,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-008,Odisha,Odisha FRA Monitoring Unit 08,225,137,55,33,60.9,24.4,14.7,21.718614,85.737543,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-009,Odisha,Odisha FRA Monitoring Unit 09,106,63,30,13,59.4,28.3,12.3,21.080308,83.007877,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-010,Odisha,Odisha FRA Monitoring Unit 10,125,68,33,24,54.4,26.4,19.2,20.614395,85.167075,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-011,Odisha,Odisha FRA Monitoring Unit 11,128,66,36,26,51.6,28.1,20.3,19.00053,85.489328,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-012,Odisha,Odisha FRA Monitoring Unit 12,108,73,23,12,67.6,21.3,11.1,19.775787,82.415595,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-013,Odisha,Odisha FRA Monitoring Unit 13,121,77,28,16,63.6,23.1,13.2,19.435928,83.494393,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-014,Odisha,Odisha FRA Monitoring Unit 14,46,32,9,5,69.6,19.6,10.9,19.555743,83.414659,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-015,Odisha,Odisha FRA Monitoring Unit 15,225,124,53,48,55.1,23.6,21.3,19.008352,84.802033,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-016,Odisha,Odisha FRA Monitoring Unit 16,109,64,23,22,58.7,21.1,20.2,18.722105,82.24499,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-017,Odisha,Odisha FRA Monitoring Unit 17,88,51,20,17,58.0,22.7,19.3,19.469515,82.985581,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-018,Odisha,Odisha FRA Monitoring Unit 18,93,46,31,16,49.5,33.3,17.2,18.996605,84.798372,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-019,Odisha,Odisha FRA Monitoring Unit 19,122,82,26,14,67.2,21.3,11.5,19.828043,83.299578,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-020,Odisha,Odisha FRA Monitoring Unit 20,119,66,33,20,55.5,27.7,16.8,21.688869,84.178358,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-021,Odisha,Odisha FRA Monitoring Unit 21,71,40,15,16,56.3,21.1,22.5,20.291009,85.80398,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-022,Odisha,Odisha FRA Monitoring Unit 22,225,127,60,38,56.4,26.7,16.9,18.938718,83.270543,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-023,Odisha,Odisha FRA Monitoring Unit 23,102,54,36,12,52.9,35.3,11.8,19.759302,86.437673,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-024,Odisha,Odisha FRA Monitoring Unit 24,108,73,19,16,67.6,17.6,14.8,19.380546,83.13361,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-025,Odisha,Odisha FRA Monitoring Unit 25,190,116,40,34,61.1,21.1,17.9,19.823809,84.010815,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-026,Odisha,Odisha FRA Monitoring Unit 26,199,113,52,34,56.8,26.1,17.1,21.098471,84.029931,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-027,Odisha,Odisha FRA Monitoring Unit 27,170,104,30,36,61.2,17.6,21.2,20.904828,85.800573,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-028,Odisha,Odisha FRA Monitoring Unit 28,68,40,13,15,58.8,19.1,22.1,19.641429,85.423758,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-029,Odisha,Odisha FRA Monitoring Unit 29,77,45,22,10,58.4,28.6,13.0,21.025986,84.466172,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-030,Odisha,Odisha FRA Monitoring Unit 30,140,78,42,20,55.7,30.0,14.3,19.89347,84.094143,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-031,Odisha,Odisha FRA Monitoring Unit 31,172,102,43,27,59.3,25.0,15.7,21.718556,85.02248,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-032,Odisha,Odisha FRA Monitoring Unit 32,112,55,34,23,49.1,30.4,20.5,19.769516,83.420357,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-033,Odisha,Odisha FRA Monitoring Unit 33,145,85,41,19,58.6,28.3,13.1,19.456796,83.654849,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-034,Odisha,Odisha FRA Monitoring Unit 34,225,120,62,43,53.3,27.6,19.1,20.999688,82.720704,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-035,Odisha,Odisha FRA Monitoring Unit 35,189,117,32,40,61.9,16.9,21.2,18.531878,86.518721,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-036,Odisha,Odisha FRA Monitoring Unit 36,81,48,25,8,59.3,30.9,9.9,20.460492,83.381936,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-037,Odisha,Odisha FRA Monitoring Unit 37,170,105,40,25,61.8,23.5,14.7,21.478383,86.11678,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-038,Odisha,Odisha FRA Monitoring Unit 38,111,67,23,21,60.4,20.7,18.9,20.738641,86.253974,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-039,Odisha,Odisha FRA Monitoring Unit 39,100,59,27,14,59.0,27.0,14.0,21.805411,83.631653,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-040,Odisha,Odisha FRA Monitoring Unit 40,60,36,12,12,60.0,20.0,20.0,19.225876,85.169724,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-041,Odisha,Odisha FRA Monitoring Unit 41,137,80,33,24,58.4,24.1,17.5,19.744666,82.668041,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-042,Odisha,Odisha FRA Monitoring Unit 42,159,86,40,33,54.1,25.2,20.8,19.654591,86.459306,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-043,Odisha,Odisha FRA Monitoring Unit 43,103,67,17,19,65.0,16.5,18.4,18.627735,84.316426,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-044,Odisha,Odisha FRA Monitoring Unit 44,162,98,35,29,60.5,21.6,17.9,21.802984,82.525642,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-045,Odisha,Odisha FRA Monitoring Unit 45,225,142,56,27,63.1,24.9,12.0,18.448987,82.246794,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-046,Odisha,Odisha FRA Monitoring Unit 46,169,101,37,31,59.8,21.9,18.3,20.386721,86.000276,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-047,Odisha,Odisha FRA Monitoring Unit 47,78,43,21,14,55.1,26.9,17.9,20.533291,85.390616,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-048,Odisha,Odisha FRA Monitoring Unit 48,63,39,11,13,61.9,17.5,20.6,20.547505,84.765617,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-049,Odisha,Odisha FRA Monitoring Unit 49,95,57,18,20,60.0,18.9,21.1,20.816521,86.372704,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-050,Odisha,Odisha FRA Monitoring Unit 50,138,80,27,31,58.0,19.6,22.5,19.092636,85.558478,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-051,Odisha,Odisha FRA Monitoring Unit 51,210,122,48,40,58.1,22.9,19.0,18.762394,83.859668,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-052,Odisha,Odisha FRA Monitoring Unit 52,94,47,24,23,50.0,25.5,24.5,19.287581,86.041357,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-053,Odisha,Odisha FRA Monitoring Unit 53,117,72,24,21,61.5,20.5,17.9,20.898138,82.913707,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-054,Odisha,Odisha FRA Monitoring Unit 54,137,79,34,24,57.7,24.8,17.5,20.108747,86.210388,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-055,Odisha,Odisha FRA Monitoring Unit 55,176,98,41,37,55.7,23.3,21.0,18.985782,83.931242,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-056,Odisha,Odisha FRA Monitoring Unit 56,58,35,10,13,60.3,17.2,22.4,21.662101,83.422266,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-057,Odisha,Odisha FRA Monitoring Unit 57,74,47,18,9,63.5,24.3,12.2,19.697114,84.781931,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-058,Odisha,Odisha FRA Monitoring Unit 58,145,88,35,22,60.7,24.1,15.2,21.144503,84.516719,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-059,Odisha,Odisha FRA Monitoring Unit 59,75,43,17,15,57.3,22.7,20.0,19.196018,85.973297,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-060,Odisha,Odisha FRA Monitoring Unit 60,99,63,21,15,63.6,21.2,15.2,19.819956,86.263879,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-061,Odisha,Odisha FRA Monitoring Unit 61,108,65,28,15,60.2,25.9,13.9,18.78621,86.084646,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-OD-062,Odisha,Odisha FRA Monitoring Unit 62,92,58,21,13,63.0,22.8,14.1,21.241729,85.97768,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-RJ-001,Rajasthan,Rajasthan FRA Monitoring Unit 01,35,21,9,5,60.0,25.7,14.3,25.166722,72.614368,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-RJ-002,Rajasthan,Rajasthan FRA Monitoring Unit 02,50,28,7,15,56.0,14.0,30.0,28.758526,73.74135,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-RJ-003,Rajasthan,Rajasthan FRA Monitoring Unit 03,93,62,22,9,66.7,23.7,9.7,25.772485,74.307955,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-RJ-004,Rajasthan,Rajasthan FRA Monitoring Unit 04,76,46,20,10,60.5,26.3,13.2,26.913395,74.032189,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-RJ-005,Rajasthan,Rajasthan FRA Monitoring Unit 05,87,53,19,15,60.9,21.8,17.2,26.302249,76.200861,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-RJ-006,Rajasthan,Rajasthan FRA Monitoring Unit 06,82,46,24,12,56.1,29.3,14.6,24.729936,71.323281,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-RJ-007,Rajasthan,Rajasthan FRA Monitoring Unit 07,44,30,3,11,68.2,6.8,25.0,26.284823,72.179105,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-RJ-008,Rajasthan,Rajasthan FRA Monitoring Unit 08,73,44,20,9,60.3,27.4,12.3,25.30674,74.208381,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-RJ-009,Rajasthan,Rajasthan FRA Monitoring Unit 09,63,34,14,15,54.0,22.2,23.8,28.748638,76.479843,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-RJ-010,Rajasthan,Rajasthan FRA Monitoring Unit 10,90,49,24,17,54.4,26.7,18.9,24.318053,71.661406,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-RJ-011,Rajasthan,Rajasthan FRA Monitoring Unit 11,40,21,11,8,52.5,27.5,20.0,28.095238,73.874563,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-RJ-012,Rajasthan,Rajasthan FRA Monitoring Unit 12,124,70,35,19,56.5,28.2,15.3,25.73658,71.281207,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-RJ-013,Rajasthan,Rajasthan FRA Monitoring Unit 13,156,89,40,27,57.1,25.6,17.3,28.900048,71.613765,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-RJ-014,Rajasthan,Rajasthan FRA Monitoring Unit 14,34,21,9,4,61.8,26.5,11.8,28.599642,71.979447,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-RJ-015,Rajasthan,Rajasthan FRA Monitoring Unit 15,66,35,18,13,53.0,27.3,19.7,28.198233,74.264916,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-RJ-016,Rajasthan,Rajasthan FRA Monitoring Unit 16,62,36,15,11,58.1,24.2,17.7,24.564858,75.901677,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-RJ-017,Rajasthan,Rajasthan FRA Monitoring Unit 17,108,63,27,18,58.3,25.0,16.7,26.871621,73.177338,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-RJ-018,Rajasthan,Rajasthan FRA Monitoring Unit 18,148,79,36,33,53.4,24.3,22.3,24.664543,75.541041,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-RJ-019,Rajasthan,Rajasthan FRA Monitoring Unit 19,89,49,30,10,55.1,33.7,11.2,26.765105,73.790494,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-001,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 01,47,30,11,6,63.8,23.4,12.8,12.557185,78.906926,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-002,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 02,67,41,15,11,61.2,22.4,16.4,10.613324,78.57277,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-003,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 03,73,46,15,12,63.0,20.5,16.4,12.566178,79.228477,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-004,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 04,72,50,16,6,69.4,22.2,8.3,10.895383,78.234099,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-005,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 05,102,61,26,15,59.8,25.5,14.7,11.86475,77.109608,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-006,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 06,34,19,7,8,55.9,20.6,23.5,11.903664,78.360151,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-007,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 07,73,48,18,7,65.8,24.7,9.6,11.934646,76.89766,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-008,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 08,77,51,13,13,66.2,16.9,16.9,10.714357,78.782397,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-009,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 09,42,28,8,6,66.7,19.0,14.3,12.535565,76.979161,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-010,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 10,59,32,18,9,54.2,30.5,15.3,9.014534,78.633855,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-011,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 11,49,35,7,7,71.4,14.3,14.3,11.089926,77.177679,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-012,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 12,80,39,26,15,48.8,32.5,18.8,9.987436,77.394511,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-013,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 13,43,26,8,9,60.5,18.6,20.9,10.664969,78.893868,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-014,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 14,48,29,10,9,60.4,20.8,18.8,12.138356,76.988561,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-015,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 15,59,32,20,7,54.2,33.9,11.9,10.19281,77.587324,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-016,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 16,80,49,17,14,61.2,21.2,17.5,9.835497,78.860769,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-017,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 17,63,29,22,12,46.0,34.9,19.0,9.993495,78.452573,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-018,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 18,33,24,3,6,72.7,9.1,18.2,10.033963,77.433706,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-019,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 19,93,54,21,18,58.1,22.6,19.4,11.780239,78.407569,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-020,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 20,50,30,12,8,60.0,24.0,16.0,11.244669,78.22089,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-021,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 21,123,68,36,19,55.3,29.3,15.4,12.418363,79.315388,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-022,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 22,90,52,21,17,57.8,23.3,18.9,11.040482,77.402705,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-023,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 23,46,22,16,8,47.8,34.8,17.4,10.00881,78.23802,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-024,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 24,106,57,29,20,53.8,27.4,18.9,12.602594,77.47913,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-025,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 25,76,40,18,18,52.6,23.7,23.7,9.674442,77.7602,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-026,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 26,38,24,10,4,63.2,26.3,10.5,11.076405,77.253283,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-027,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 27,128,71,35,22,55.5,27.3,17.2,9.721988,76.909565,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-028,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 28,89,55,28,6,61.8,31.5,6.7,9.834331,78.039607,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-029,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 29,48,30,12,6,62.5,25.0,12.5,10.511397,79.055036,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-030,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 30,63,36,13,14,57.1,20.6,22.2,12.136158,78.914888,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-031,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 31,70,43,16,11,61.4,22.9,15.7,11.355226,79.437043,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-032,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 32,148,84,41,23,56.8,27.7,15.5,10.25957,78.0992,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-033,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 33,74,45,19,10,60.8,25.7,13.5,9.966988,76.712984,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TN-034,Tamil Nadu,Tamil Nadu FRA Monitoring Unit 34,100,55,24,21,55.0,24.0,21.0,12.129618,76.787599,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-001,Telangana,Telangana FRA Monitoring Unit 01,85,46,25,14,54.1,29.4,16.5,16.793238,78.644284,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-002,Telangana,Telangana FRA Monitoring Unit 02,64,37,17,10,57.8,26.6,15.6,18.955498,78.574202,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-003,Telangana,Telangana FRA Monitoring Unit 03,111,61,27,23,55.0,24.3,20.7,17.910269,78.324978,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-004,Telangana,Telangana FRA Monitoring Unit 04,102,57,30,15,55.9,29.4,14.7,18.951559,78.448052,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-005,Telangana,Telangana FRA Monitoring Unit 05,92,55,23,14,59.8,25.0,15.2,17.493375,78.336417,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-006,Telangana,Telangana FRA Monitoring Unit 06,102,52,26,24,51.0,25.5,23.5,17.846883,79.021244,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-007,Telangana,Telangana FRA Monitoring Unit 07,75,41,24,10,54.7,32.0,13.3,19.109216,78.005828,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-008,Telangana,Telangana FRA Monitoring Unit 08,157,79,37,41,50.3,23.6,26.1,16.930277,79.755832,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-009,Telangana,Telangana FRA Monitoring Unit 09,78,54,13,11,69.2,16.7,14.1,18.137352,78.162011,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-010,Telangana,Telangana FRA Monitoring Unit 10,190,119,50,21,62.6,26.3,11.1,18.970221,80.091261,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-011,Telangana,Telangana FRA Monitoring Unit 11,49,26,16,7,53.1,32.7,14.3,18.274648,77.979604,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-012,Telangana,Telangana FRA Monitoring Unit 12,75,43,20,12,57.3,26.7,16.0,17.754912,78.045608,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-013,Telangana,Telangana FRA Monitoring Unit 13,90,51,26,13,56.7,28.9,14.4,17.634368,80.004502,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-014,Telangana,Telangana FRA Monitoring Unit 14,71,41,19,11,57.7,26.8,15.5,17.599002,80.019692,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
