claim_id,state,district,village,latitude,longitude,claim_geometry_id,claim_type,rights_subtype,submission_date,current_stage,last_updated_date,status,gram_sabha_date,sdlc_date,dlc_date,decision_date,pending_reason,gram_sabha_recommendation,sdlc_recommendation,remand_count,last_remand_reason,evidence_types,rejection_reason,appeal_status,appeal_date,claimed_area_ha,forest_record_area_ha,revenue_record_area_ha,forest_overlap_pct,protected_area_type,protected_area_overlap_pct,cfr_map_available,gram_sabha_resolution_date,assigned_unit_id,verification_visit_count,applicant_hash,estimated_eligible_households,forest_dependent_households,village_forest_area_ha,title_copy_delivered_date,linked_schemes
FRA-0015172,Karnataka,Bengaluru Rural,FRA-KA-004-Village-11,14.121632,77.852608,GEO-0015172,Individual,IFR,2025-05-08,Title Issued,2025-10-21,Approved,2025-06-03,2025-07-15,2025-09-20,2025-09-30,,Recommended,Needs Review,0,,Community testimony; Physical boundary markers,,Not Applicable,,1.3,1.18,1.35,75.6,Tiger Reserve,9.0,,,FRA-KA-004,2,D9812E1EC8B9,570,185,990.4,2025-11-01,
FRA-0015173,Karnataka,Bengaluru Rural,FRA-KA-004-Village-03,14.0488,77.849734,GEO-0015173,Individual,IFR,2024-05-12,Title Issued,2025-01-27,Approved,2024-08-04,2024-09-22,2025-01-19,2025-01-23,,Needs Review,Recommended,0,,Satellite imagery; Legacy residence/cultivation record; Physical boundary markers; Forest record,,Not Applicable,,1.88,1.82,1.75,88.8,Wildlife Sanctuary,26.4,,,FRA-KA-004,4,EB0608085BDF,386,208,702.8,2025-05-14,
FRA-0015174,Karnataka,Bengaluru Rural,FRA-KA-004-Village-03,14.028259,77.870436,GEO-0015174,Individual,IFR,2026-06-14,DLC Decision,2026-09-04,Rejected,2026-07-22,2026-08-31,2026-09-01,2026-09-02,,Recommended,Recommended,3,Gram Sabha reconsideration,Forest record; Satellite imagery; Community testimony; Gram Sabha testimony,Eligibility period not established,Appeal Filed,2026-09-04,0.82,0.9,0.76,87.6,,,,,FRA-KA-004,3,FE3E1C806933,386,208,702.8,,
FRA-0015175,Karnataka,Bengaluru Rural,FRA-KA-004-Village-08,13.968262,77.851414,GEO-0015175,Individual,IFR,2025-02-13,Title Issued,2025-10-11,Approved,2025-05-15,2025-06-20,2025-09-12,2025-10-07,,Recommended,Recommended,0,,Revenue record,,Not Applicable,,1.17,1.25,1.1,79.1,,,,,FRA-KA-004,2,9605D090972C,914,352,1216.4,2025-11-24,MGNREGA
FRA-0015176,Karnataka,Bengaluru Rural,FRA-KA-004-Village-03,14.048743,77.849436,GEO-0015176,Individual,IFR,2026-03-07,SDLC,2026-06-02,Pending,2026-03-30,2026-06-02,,,Field verification pending,Recommended,Needs Review,0,,Physical boundary markers; Forest record; Satellite imagery,,Not Applicable,,1.5,1.48,1.62,81.6,,,,,FRA-KA-004,0,C4915986BDBB,386,208,702.8,,
FRA-0015177,Karnataka,Bengaluru Rural,FRA-KA-004-Village-04,13.900235,77.968607,GEO-0015177,Individual,IFR,2024-06-18,Field Verification,2026-07-08,Pending,2024-07-12,2024-09-24,,,Awaiting SDLC meeting,Needs Review,Recommended,0,,Revenue record; Legacy residence/cultivation record,,Not Applicable,,1.01,0.98,1.06,93.7,Wildlife Sanctuary,86.3,,,FRA-KA-004,2,F9F824DEFFF3,245,117,941.8,,
FRA-0015178,Karnataka,Bengaluru Rural,FRA-KA-004-Village-11,14.121136,77.828833,GEO-0015178,Individual,IFR,2025-09-17,Title Issued,2026-07-26,Approved,2025-10-26,2026-01-30,2026-06-02,2026-06-14,,Recommended,Recommended,0,,Government map; Satellite imagery; Physical boundary markers; Community testimony,,Not Applicable,,2.24,3.59,2.06,83.7,,,,,FRA-KA-004,4,EE8620AA2E9F,570,185,990.4,2026-07-20,Tribal Livelihood Support
FRA-0015179,Karnataka,Bengaluru Rural,FRA-KA-004-Village-06,14.019835,77.49261,GEO-0015179,Community,Community Rights,2025-01-03,SDLC,2026-08-14,Pending,2025-02-26,2025-07-25,,,Awaiting SDLC meeting,Recommended,Recommended,2,Boundary re-verification,Government map; Gram Sabha testimony,,Not Applicable,,49.9,51.16,48.15,73.4,,,,,FRA-KA-004,1,AF5C55DA71B8,926,357,356.3,,
FRA-0015180,Karnataka,Bengaluru Rural,FRA-KA-004-Village-11,14.116827,77.854207,GEO-0015180,Individual,IFR,2024-11-05,Title Issued,2025-06-29,Approved,2024-11-23,2025-04-10,2025-06-04,2025-06-14,,Recommended,Needs Review,0,,Satellite imagery; Revenue record,,Not Applicable,,2.1,2.34,2.06,79.0,,,,,FRA-KA-004,2,77235A8165ED,570,185,990.4,2025-07-25,PMAY-G
FRA-0015181,Karnataka,Bengaluru Rural,FRA-KA-004-Village-06,13.998233,77.492939,GEO-0015181,Individual,IFR,2026-02-22,Title Issued,2026-09-04,Approved,2026-04-15,2026-05-12,2026-09-02,2026-09-04,,Needs Review,Recommended,0,,Physical boundary markers; Forest record; Government map,,Not Applicable,,0.86,0.88,0.83,84.5,Conservation Reserve,59.9,,,FRA-KA-004,4,32DE0D0585CB,926,357,356.3,2026-09-04,PMAY-G
FRA-0015182,Karnataka,Bengaluru Rural,FRA-KA-004-Village-06,13.999837,77.473706,GEO-0015182,Individual,IFR,2026-01-29,Title Issued,2026-09-02,Approved,2026-02-23,2026-05-14,2026-08-11,2026-09-02,,Not Recommended,Needs Review,0,,Legacy residence/cultivation record; Physical boundary markers,,Not Applicable,,2.68,2.57,2.84,85.4,,,,,FRA-KA-004,2,6F931E719268,926,357,356.3,2026-09-04,Tribal Livelihood Support
FRA-0015183,Karnataka,Bengaluru Rural,FRA-KA-004-Village-10,13.891421,77.565503,GEO-0015183,Individual,IFR,2026-03-19,DLC Decision,2026-09-04,Rejected,2026-05-25,2026-08-28,2026-08-26,2026-08-29,,Needs Review,Not Recommended,0,,Satellite imagery; Community testimony; Forest record,Record inconsistency,Not Appealed,,1.54,1.43,2.21,86.2,,,,,FRA-KA-004,2,E9C14B7F78D6,763,588,277.4,,
FRA-0015184,Karnataka,Bengaluru Rural,FRA-KA-004-Village-06,14.019541,77.504695,GEO-0015184,Individual,IFR,2022-08-26,DLC,2026-08-06,Pending,2022-11-27,2022-12-14,,,Field verification pending,Recommended,Recommended,0,,Legacy residence/cultivation record; Community testimony; Satellite imagery; Physical boundary markers,,Not Applicable,,1.15,1.11,1.17,97.4,,,,,FRA-KA-004,4,3F1AB57FFE9C,926,357,356.3,,
FRA-0015185,Karnataka,Bengaluru Rural,FRA-KA-004-Village-05,13.883897,77.834909,GEO-0015185,Individual,IFR,2024-02-21,Title Issued,2024-09-17,Approved,2024-03-25,2024-08-16,2024-09-10,2024-09-10,,Needs Review,Recommended,0,,Community testimony; Gram Sabha testimony,,Not Applicable,,1.04,1.1,1.02,81.5,,,,,FRA-KA-004,2,57A07757B112,296,139,2502.3,2024-10-26,Tribal Livelihood Support
FRA-0015186,Karnataka,Bengaluru Rural,FRA-KA-004-Village-02,13.968298,77.779682,GEO-0015186,Community,Community Rights,2025-08-06,Title Issued,2026-07-23,Approved,2025-10-18,2026-03-09,2026-07-04,2026-07-23,,Recommended,Needs Review,1,Procedural correction,Forest record; Physical boundary markers,,Not Applicable,,100.64,109.16,109.16,98.2,,,,,FRA-KA-004,3,75F8D10FC1D7,244,158,307.9,2026-09-01,
FRA-0015187,Karnataka,Bengaluru Urban,FRA-KA-005-Village-05,14.923222,77.37051,GEO-0015187,Individual,IFR,2024-03-21,Title Issued,2025-01-10,Approved,2024-05-04,2024-07-21,2024-12-06,2024-12-31,,Needs Review,Recommended,0,,Satellite imagery; Forest record,,Not Applicable,,1.25,1.12,1.37,93.8,,,,,FRA-KA-005,2,178C2CD26CF4,896,619,1251.3,2025-03-02,NRLM; PDS convergence; PMAY-G
FRA-0015188,Karnataka,Bengaluru Urban,FRA-KA-005-Village-03,15.292124,76.984882,GEO-0015188,Individual,IFR,2024-05-15,Title Issued,2025-02-21,Approved,2024-07-12,2024-09-01,2025-02-05,2025-02-18,,Recommended,Recommended,0,,Gram Sabha testimony; Community testimony,,Not Applicable,,0.96,0.95,1.01,80.0,,,,,FRA-KA-005,3,352DD547DD26,274,80,491.7,,
FRA-0015189,Karnataka,Bengaluru Urban,FRA-KA-005-Village-09,14.940258,77.299449,GEO-0015189,Individual,IFR,2023-03-02,Title Issued,2023-10-15,Approved,2023-04-30,2023-07-25,2023-09-16,2023-10-04,,Recommended,Recommended,0,,Community testimony; Forest record; Gram Sabha testimony,,Not Applicable,,0.9,0.8,0.87,81.4,,,,,FRA-KA-005,2,517FFCD03731,819,392,568.1,2023-12-09,MGNREGA; PDS convergence
FRA-0015190,Karnataka,Bengaluru Urban,FRA-KA-005-Village-01,15.357615,77.351251,GEO-0015190,Individual,IFR,2021-03-17,Title Issued,2022-02-22,Approved,2021-05-08,2021-09-26,2022-01-23,2022-01-31,,Needs Review,Needs Review,0,,Forest record; Legacy residence/cultivation record,,Not Applicable,,1.59,1.61,1.57,100.0,,,,,FRA-KA-005,2,29F9A2EA58BB,101,59,652.8,2022-03-22,NRLM; PMAY-G; Tribal Livelihood Support
FRA-0015191,Karnataka,Bengaluru Urban,FRA-KA-005-Village-08,15.021835,77.130046,GEO-0015191,Individual,IFR,2021-10-12,Title Issued,2022-05-15,Approved,2021-10-24,2022-01-27,2022-04-19,2022-04-24,,Recommended,Recommended,0,,Legacy residence/cultivation record,,Not Applicable,,0.57,0.57,0.93,56.5,,,,,FRA-KA-005,2,65A5F41315C6,769,287,1543.2,2022-06-16,NRLM
FRA-0015192,Karnataka,Bengaluru Urban,FRA-KA-005-Village-06,15.21307,77.069178,GEO-0015192,Individual,IFR,2023-10-18,Title Issued,2024-03-23,Approved,2023-10-28,2023-12-27,2024-01-24,2024-02-11,,Needs Review,Recommended,0,,Forest record; Legacy residence/cultivation record; Community testimony,,Not Applicable,,2.54,2.25,2.51,85.6,,,,,FRA-KA-005,3,700E0E780C95,922,595,469.7,2024-04-07,
FRA-0015193,Karnataka,Bengaluru Urban,FRA-KA-005-Village-11,15.188982,77.313048,GEO-0015193,Individual,IFR,2026-07-14,Title Issued,2026-09-03,Approved,2026-08-12,2026-08-29,2026-09-01,2026-09-03,,Recommended,Recommended,0,,Revenue record; Satellite imagery; Government map; Community testimony; Forest record,,Not Applicable,,0.79,0.85,0.77,86.3,,,,,FRA-KA-005,2,F5E8889BD78A,313,248,788.7,2026-09-04,PDS convergence
FRA-0015194,Karnataka,Bengaluru Urban,FRA-KA-005-Village-07,14.846373,77.170084,GEO-0015194,Individual,IFR,2025-01-31,Title Issued,2025-08-09,Approved,2025-04-29,2025-05-24,2025-07-11,2025-08-04,,Recommended,Recommended,0,,Satellite imagery; Gram Sabha testimony,,Not Applicable,,0.92,0.82,0.98,89.2,,,,,FRA-KA-005,2,D94DE54A30DC,383,143,470.4,2025-11-01,PMAY-G
FRA-0015195,Karnataka,Bengaluru Urban,FRA-KA-005-Village-03,15.272247,76.971074,GEO-0015195,Individual,IFR,2024-03-27,Title Issued,2024-10-13,Approved,2024-04-12,2024-06-28,2024-08-16,2024-09-07,,Needs Review,Not Recommended,0,,Satellite imagery,,Not Applicable,,2.04,1.1,1.84,79.5,,,,,FRA-KA-005,2,917375640EE9,274,80,491.7,2024-11-19,Tribal Livelihood Support
FRA-0015196,Karnataka,Bengaluru Urban,FRA-KA-005-Village-06,15.211922,77.066559,GEO-0015196,Community,Habitat Rights,2025-04-18,Title Issued,2026-04-12,Approved,2025-07-22,2025-09-23,2026-02-28,2026-03-29,,Recommended,Needs Review,0,,Revenue record; Gram Sabha testimony,,Not Applicable,,153.62,160.55,149.83,83.4,,,,,FRA-KA-005,3,C0079FCCCCA3,922,595,469.7,2026-05-26,
FRA-0015197,Karnataka,Bengaluru Urban,FRA-KA-005-Village-08,15.04389,77.130104,GEO-0015197,Community,Grazing Rights,2021-01-19,Title Issued,2021-12-28,Approved,2021-03-24,2021-05-06,2021-10-28,2021-11-16,,Recommended,Recommended,0,,Gram Sabha testimony; Revenue record; Forest record,,Not Applicable,,31.79,30.33,34.18,77.8,,,,,FRA-KA-005,4,F2F699774E52,769,287,1543.2,2022-02-08,
FRA-0015198,Karnataka,Bengaluru Urban,FRA-KA-005-Village-04,15.010422,77.334533,GEO-0015198,Individual,IFR,2025-12-25,DLC Decision,2026-09-04,Rejected,2026-01-30,2026-06-08,2026-08-10,2026-08-21,,Recommended,Needs Review,1,Gram Sabha reconsideration,Legacy residence/cultivation record; Gram Sabha testimony; Revenue record; Government map,Record inconsistency,Not Appealed,,2.44,2.22,2.53,18.2,,,,,FRA-KA-005,2,EFDE173409DB,259,113,838.2,,
FRA-0015199,Karnataka,Bengaluru Urban,FRA-KA-005-Village-05,14.888652,77.365239,GEO-0015199,Individual,IFR,2024-11-03,DLC Decision,2025-09-26,Rejected,2025-01-07,2025-04-18,2025-09-23,2025-09-24,,Recommended,Recommended,0,,Government map; Revenue record,Procedural deficiency,Not Appealed,,2.94,3.05,3.0,83.4,,,,,FRA-KA-005,2,27F8EEEDB163,896,619,1251.3,,
FRA-0015200,Karnataka,Bengaluru Urban,FRA-KA-005-Village-03,15.285011,76.979863,GEO-0015200,Community,Community Rights,2026-08-17,Field Verification,2026-08-31,Pending,2026-08-31,,,,Additional evidence requested,Recommended,Pending,0,,Satellite imagery; Government map; Revenue record,,Not Applicable,,67.53,63.74,63.99,94.8,,,,,FRA-KA-005,1,3C45DBB101E8,274,80,491.7,,
FRA-0015201,Karnataka,Bengaluru Urban,FRA-KA-005-Village-03,15.275876,76.979996,GEO-0015201,Individual,IFR,2023-05-25,Title Issued,2024-04-06,Approved,2023-07-06,2023-10-30,2024-03-21,2024-04-02,,Recommended,Recommended,0,,Government map; Legacy residence/cultivation record; Satellite imagery; Revenue record,,Not Applicable,,1.76,1.95,1.59,67.6,,,,,FRA-KA-005,3,3C45DBB101E8,274,80,491.7,2024-07-31,PDS convergence; PMAY-G
FRA-0015202,Karnataka,Bengaluru Urban,FRA-KA-005-Village-11,15.185947,77.30326,GEO-0015202,Individual,IFR,2024-01-20,Title Issued,2024-09-07,Approved,2024-02-23,2024-04-21,2024-07-23,2024-08-15,,Recommended,Recommended,0,,Gram Sabha testimony; Satellite imagery; Government map; Legacy residence/cultivation record; Forest record,,Not Applicable,,1.4,1.41,1.46,84.4,,,,,FRA-KA-005,4,430EFADABD26,313,248,788.7,2024-08-22,
FRA-0015203,Karnataka,Bengaluru Urban,FRA-KA-005-Village-03,15.274853,76.968301,GEO-0015203,Individual,IFR,2025-03-22,DLC Decision,2025-11-09,Rejected,2025-04-04,2025-08-28,2025-09-23,2025-10-01,,Needs Review,Not Recommended,1,Additional evidence requested,Government map,Eligibility period not established,Under Review,2025-12-22,1.31,1.41,0.91,71.3,,,,,FRA-KA-005,3,F204DF58C3BD,274,80,491.7,,
FRA-0015204,Karnataka,Bengaluru Urban,FRA-KA-005-Village-11,15.19174,77.292581,GEO-0015204,Individual,IFR,2023-02-16,Title Issued,2023-12-26,Approved,2023-05-08,2023-08-04,2023-11-13,2023-12-12,,Needs Review,Recommended,0,,Government map; Physical boundary markers; Revenue record,,Not Applicable,,2.02,2.09,3.56,77.6,,,,,FRA-KA-005,3,087D1C663E42,313,248,788.7,2024-01-25,
FRA-0015205,Karnataka,Bengaluru Urban,FRA-KA-005-Village-11,15.205371,77.296148,GEO-0015205,Individual,IFR,2025-08-07,Title Issued,2026-05-22,Approved,2025-11-10,2026-03-11,2026-04-25,2026-05-10,,Recommended,Needs Review,0,,Legacy residence/cultivation record; Gram Sabha testimony; Satellite imagery,,Not Applicable,,1.78,1.74,1.79,100.0,,,,,FRA-KA-005,2,EBDFEB1DB7C4,313,248,788.7,2026-07-08,NRLM; PDS convergence
FRA-0015206,Karnataka,Bengaluru Urban,FRA-KA-005-Village-07,14.843192,77.168844,GEO-0015206,Community,Community Rights,2025-03-16,SDLC,2026-08-28,Pending,2025-04-17,2025-06-22,,,Awaiting Gram Sabha verification,Recommended,Recommended,1,Boundary re-verification,Forest record; Revenue record; Legacy residence/cultivation record,,Not Applicable,,97.47,107.16,99.45,97.0,Tiger Reserve,16.5,,,FRA-KA-005,3,1A8015EFBABE,383,143,470.4,,
FRA-0015207,Karnataka,Bengaluru Urban,FRA-KA-005-Village-07,14.842856,77.155515,GEO-0015207,Individual,IFR,2023-09-21,Title Issued,2024-06-07,Approved,2023-12-18,2024-02-01,2024-05-08,2024-05-27,,Recommended,Needs Review,0,,Satellite imagery; Legacy residence/cultivation record,,Allowed,2024-04-06,0.91,0.92,0.92,99.8,,,,,FRA-KA-005,3,864457036E96,383,143,470.4,2024-08-27,
FRA-0015208,Karnataka,Bengaluru Urban,FRA-KA-005-Village-11,15.198734,77.291835,GEO-0015208,Individual,IFR,2026-03-20,Title Issued,2026-09-04,Approved,2026-06-08,2026-07-05,2026-09-01,2026-09-01,,Not Recommended,Recommended,0,,Physical boundary markers; Satellite imagery; Community testimony; Legacy residence/cultivation record,,Not Applicable,,2.57,2.54,2.53,79.3,Wildlife Sanctuary,24.3,,,FRA-KA-005,2,6DB1BAEB499F,313,248,788.7,2026-09-04,MGNREGA
FRA-0015209,Karnataka,Bengaluru Urban,FRA-KA-005-Village-09,14.96022,77.310525,GEO-0015209,Individual,IFR,2026-05-17,Title Issued,2026-09-04,Approved,2026-08-11,2026-08-27,2026-08-26,2026-08-27,,Recommended,Recommended,1,Additional evidence requested,Revenue record; Gram Sabha testimony; Satellite imagery,,Not Applicable,,0.83,0.91,0.81,91.3,Wildlife Sanctuary,65.7,,,FRA-KA-005,2,8BCE30B6A2C3,819,392,568.1,,PDS convergence
FRA-0015210,Karnataka,Bengaluru Urban,FRA-KA-005-Village-06,15.194554,77.076465,GEO-0015210,Individual,IFR,2026-06-27,DLC Decision,2026-09-04,Rejected,2026-07-31,2026-08-27,2026-08-27,2026-09-02,,Recommended,Recommended,0,,Forest record; Government map; Gram Sabha testimony; Physical boundary markers,Record inconsistency,Not Appealed,,1.97,1.73,2.01,39.7,,,,,FRA-KA-005,1,2869B06CCEE1,922,595,469.7,,
FRA-0015211,Karnataka,Bengaluru Urban,FRA-KA-005-Village-06,15.212102,77.060666,GEO-0015211,Individual,IFR,2025-08-13,DLC Decision,2026-09-04,Rejected,2025-10-30,2026-03-09,2026-07-29,2026-08-07,,Recommended,Recommended,0,,Satellite imagery; Physical boundary markers,Record inconsistency,Not Appealed,,3.48,3.38,3.49,89.4,,,,,FRA-KA-005,1,DEE2C9D8CE29,922,595,469.7,,
FRA-0015212,Karnataka,Bengaluru Urban,FRA-KA-005-Village-09,14.943972,77.31601,GEO-0015212,Individual,IFR,2026-03-24,Field Verification,2026-08-29,Pending,2026-04-17,2026-08-29,,,Awaiting Gram Sabha verification,Recommended,Not Recommended,0,,Gram Sabha testimony; Government map; Revenue record; Physical boundary markers,,Not Applicable,,2.03,2.24,1.91,42.2,,,,,FRA-KA-005,2,D85B55A0B6D9,819,392,568.1,,
FRA-0015213,Karnataka,Bengaluru Urban,FRA-KA-005-Village-11,15.192005,77.285587,GEO-0015213,Individual,IFR,2025-01-29,Title Issued,2025-11-01,Approved,2025-04-08,2025-07-25,2025-09-10,2025-10-03,,Recommended,Needs Review,1,Gram Sabha reconsideration,Revenue record; Satellite imagery; Government map; Gram Sabha testimony,,Not Applicable,,0.77,0.8,0.79,82.8,,,,,FRA-KA-005,2,7CD20A352E5D,313,248,788.7,2025-12-17,MGNREGA
FRA-0015214,Karnataka,Bengaluru Urban,FRA-KA-005-Village-09,14.942244,77.312821,GEO-0015214,Individual,IFR,2025-04-12,DLC Decision,2025-10-26,Rejected,2025-05-01,2025-05-29,2025-09-29,2025-10-22,,Recommended,Needs Review,2,Gram Sabha reconsideration,Satellite imagery; Legacy residence/cultivation record,Claim area could not be verified,Appeal Filed,2026-01-22,1.84,2.05,1.84,87.6,,,,,FRA-KA-005,3,9E68810ED198,819,392,568.1,,
FRA-0015215,Karnataka,Bengaluru Urban,FRA-KA-005-Village-03,15.262993,76.985394,GEO-0015215,Community,Community Forest Resource,2025-11-20,DLC Decision,2026-07-23,Rejected,2026-02-15,2026-05-12,2026-06-02,2026-06-30,,Recommended,Recommended,0,,Forest record; Gram Sabha testimony; Revenue record,Claim area could not be verified,Not Appealed,,844.79,767.69,771.17,76.7,,,Yes,2026-03-13,FRA-KA-005,3,60FD4321B200,274,80,491.7,,
FRA-0015216,Karnataka,Bengaluru Urban,FRA-KA-005-Village-02,15.008359,77.39672,GEO-0015216,Individual,IFR,2024-08-14,Title Issued,2025-03-23,Approved,2024-10-02,2024-12-17,2025-02-20,2025-03-11,,Recommended,Not Recommended,0,,Government map; Satellite imagery; Gram Sabha testimony,,Allowed,2024-09-04,3.2,3.14,3.34,41.3,,,,,FRA-KA-005,4,16CE99FEF625,819,319,1000.6,2025-04-07,
FRA-0015217,Karnataka,Bengaluru Urban,FRA-KA-005-Village-09,14.95509,77.298573,GEO-0015217,Individual,IFR,2024-07-30,Title Issued,2025-06-30,Approved,2024-10-03,2025-02-11,2025-06-20,2025-06-26,,Recommended,Needs Review,1,Procedural correction,Community testimony; Legacy residence/cultivation record,,Not Applicable,,0.81,0.74,0.82,81.0,Wildlife Sanctuary,51.9,,,FRA-KA-005,2,EC3C6C36B62D,819,392,568.1,2025-10-01,NRLM
FRA-0015218,Karnataka,Bengaluru Urban,FRA-KA-005-Village-06,15.191223,77.084703,GEO-0015218,Individual,IFR,2023-03-28,Title Issued,2024-02-07,Approved,2023-04-25,2023-07-07,2023-12-11,2024-01-01,,Recommended,Recommended,0,,Forest record; Legacy residence/cultivation record,,Not Applicable,,1.02,0.91,0.95,100.0,,,,,FRA-KA-005,0,D73FA68E9255,922,595,469.7,2024-03-21,PDS convergence
FRA-0015219,Karnataka,Bengaluru Urban,FRA-KA-005-Village-08,15.040631,77.125588,GEO-0015219,Individual,IFR,2021-12-24,DLC Decision,2022-10-28,Rejected,2022-02-12,2022-05-27,2022-09-30,2022-10-11,,Needs Review,Needs Review,0,,Community testimony,Record inconsistency,Disposed - Rejection Upheld,2023-01-28,2.28,2.37,2.49,85.7,,,,,FRA-KA-005,4,1F0154B6333B,769,287,1543.2,,
FRA-0015220,Karnataka,Bengaluru Urban,FRA-KA-005-Village-07,14.854696,77.176804,GEO-0015220,Community,Community Forest Resource,2026-02-02,Title Issued,2026-09-04,Approved,2026-02-16,2026-05-03,2026-08-11,2026-08-26,,Recommended,Recommended,0,,Revenue record; Physical boundary markers; Government map,,Allowed,2026-07-03,616.07,398.94,620.85,44.1,,,No,2026-03-14,FRA-KA-005,3,1D7A09DAE897,383,143,470.4,,PDS convergence; Tribal Livelihood Support
FRA-0015221,Karnataka,Bengaluru Urban,FRA-KA-005-Village-11,15.195447,77.293081,GEO-0015221,Individual,IFR,2023-11-06,Title Issued,2024-09-03,Approved,2024-01-17,2024-03-08,2024-07-06,2024-08-04,,Recommended,Recommended,0,,Physical boundary markers; Revenue record; Community testimony; Gram Sabha testimony,,Not Applicable,,2.87,2.57,3.11,92.9,,,,,FRA-KA-005,2,18CA4E5E0571,313,248,788.7,2024-11-01,
FRA-0015222,Karnataka,Bengaluru Urban,FRA-KA-005-Village-08,15.030497,77.109845,GEO-0015222,Individual,IFR,2025-01-08,Title Issued,2025-11-18,Approved,2025-03-10,2025-08-04,2025-10-19,2025-10-23,,Recommended,Recommended,0,,Revenue record; Legacy residence/cultivation record; Government map; Forest record,,Not Applicable,,1.78,1.89,1.88,88.4,,,,,FRA-KA-005,2,0BC04A68B917,769,287,1543.2,2026-01-06,Tribal Livelihood Support
FRA-0015223,Karnataka,Bengaluru Urban,FRA-KA-005-Village-01,15.334549,77.380963,GEO-0015223,Individual,IFR,2025-07-22,Title Issued,2026-06-20,Approved,2025-10-21,2025-12-14,2026-05-31,2026-06-20,,Recommended,Recommended,0,,Legacy residence/cultivation record; Community testimony; Forest record,,Not Applicable,,0.93,0.92,0.99,87.2,,,,,FRA-KA-005,4,EF2F51A838B5,101,59,652.8,2026-09-04,PMAY-G
FRA-0015224,Karnataka,Bengaluru Urban,FRA-KA-005-Village-06,15.221283,77.084867,GEO-0015224,Individual,IFR,2022-08-09,Title Issued,2023-04-21,Approved,2022-09-23,2022-12-02,2023-02-13,2023-03-08,,Recommended,Recommended,2,Gram Sabha reconsideration,Satellite imagery; Legacy residence/cultivation record; Government map,,Not Applicable,,0.82,0.72,0.77,84.4,,,,,FRA-KA-005,2,D2A41FF9908C,922,595,469.7,2023-03-29,
FRA-0015225,Karnataka,Bengaluru Urban,FRA-KA-005-Village-03,15.282688,76.976053,GEO-0015225,Community,Community Rights,2024-05-31,Title Issued,2025-02-10,Approved,2024-08-01,2024-08-16,2024-12-04,2024-12-31,,Needs Review,Recommended,0,,Legacy residence/cultivation record; Community testimony,,Not Applicable,,437.25,449.24,435.76,100.0,,,,,FRA-KA-005,3,211C1C279A67,274,80,491.7,2025-01-08,PDS convergence
FRA-0015226,Karnataka,Bengaluru Urban,FRA-KA-005-Village-01,15.351336,77.373586,GEO-0015226,Individual,IFR,2024-01-21,DLC Decision,2024-09-17,Rejected,2024-02-02,2024-05-25,2024-07-30,2024-08-23,,Needs Review,Not Recommended,0,,Gram Sabha testimony; Revenue record; Community testimony; Physical boundary markers; Satellite imagery,Record inconsistency,Not Appealed,,2.36,2.23,1.45,92.4,,,,,FRA-KA-005,1,B40A3BFB83F4,101,59,652.8,,
FRA-0015227,Karnataka,Bengaluru Urban,FRA-KA-005-Village-02,15.003741,77.416365,GEO-0015227,Individual,IFR,2025-10-04,Title Issued,2026-07-20,Approved,2025-11-20,2026-01-04,2026-05-16,2026-06-15,,Needs Review,Needs Review,0,,Revenue record; Forest record; Legacy residence/cultivation record; Physical boundary markers,,Not Applicable,,0.88,0.79,0.55,91.6,,,,,FRA-KA-005,3,ABDCAB55C885,819,319,1000.6,,
FRA-0015228,Karnataka,Bengaluru Urban,FRA-KA-005-Village-09,14.939341,77.297725,GEO-0015228,Individual,IFR,2026-02-26,DLC Decision,2026-09-04,Rejected,2026-05-02,2026-08-11,2026-09-01,2026-09-03,,Needs Review,Not Recommended,0,,Government map; Revenue record; Gram Sabha testimony; Satellite imagery; Forest record,Record inconsistency,Not Appealed,,1.93,2.01,1.75,22.4,,,,,FRA-KA-005,3,E5D790D63B09,819,392,568.1,,
FRA-0015229,Karnataka,Bengaluru Urban,FRA-KA-005-Village-05,14.905714,77.364938,GEO-0015229,Individual,IFR,2025-03-28,Title Issued,2025-12-13,Approved,2025-06-23,2025-10-27,2025-11-26,2025-12-02,,Needs Review,Needs Review,0,,Physical boundary markers; Revenue record; Forest record; Legacy residence/cultivation record,,Not Applicable,,1.33,2.23,1.36,85.0,,,,,FRA-KA-005,1,DD6E47661778,896,619,1251.3,2026-02-05,PDS convergence; PMAY-G
FRA-0015230,Karnataka,Bengaluru Urban,FRA-KA-005-Village-08,15.036162,77.10649,GEO-0015230,Individual,IFR,2025-04-18,Title Issued,2026-02-01,Approved,2025-07-13,2025-07-29,2025-12-29,2026-01-12,,Needs Review,Needs Review,0,,Physical boundary markers; Satellite imagery; Legacy residence/cultivation record; Government map,,Not Applicable,,1.29,1.37,1.19,82.6,,,,,FRA-KA-005,4,B3C1166A0821,769,287,1543.2,2026-03-24,MGNREGA; Tribal Livelihood Support
FRA-0015231,Karnataka,Bengaluru Urban,FRA-KA-005-Village-02,15.015383,77.401191,GEO-0015231,Individual,IFR,2024-01-03,Title Issued,2024-12-27,Approved,2024-02-27,2024-06-06,2024-11-15,2024-12-12,,Not Recommended,Needs Review,0,,Gram Sabha testimony; Forest record; Physical boundary markers; Revenue record,,Not Applicable,,1.55,0.79,1.7,85.8,Wildlife Sanctuary,77.5,,,FRA-KA-005,2,3B9F228744AE,819,319,1000.6,2025-02-14,MGNREGA; PMAY-G
